speciesName,monthlySightings,monthIndex
Dentiporella sardonica,2,455
Myriapora truncata,5,455
Crisidia cornuta,3,456
Tubulipora liliacea,1,456
Diaperoforma californica,1,456
Entalophoroecia deflexa,3,456
Plagioecia patina,3,456
Plagioecia sarniensis,4,456
Oncousoecia dilatans,1,456
Disporella hispida,27,456
Frondipora verrucosa,1,456
Aetea sica,1,456
Aetea anguina,2,456
Iodictyum phoeniceum,1,456
Dentiporella sardonica,1,456
Myriapora truncata,6,456
Diplosolen obelium,1,457
Diaperoforma californica,3,457
Plagioecia patina,1,457
Disporella hispida,1,457
Disporella violacea,1,457
Rhynchozoon bispinosum,1,457
Myriapora truncata,6,457
Pectinatella magnifica,1,458
Tubulipora anderssoni Borg,1,458
Diaperoforma californica,4,458
Disporella hispida,2,458
Aetea anguina,1,458
Dentiporella sardonica,1,458
Myriapora truncata,8,458
Pectinatella magnifica,2,459
Filicrisia geniculata,2,459
Exidmonea atlantica,1,459
Plagioecia patina,1,459
Disporella hispida,3,459
Disporella violacea,1,459
Frondipora verrucosa,2,459
Aetea anguina,1,459
Celleporaria foliata,1,459
Rhynchozoon bispinosum,1,459
Dentiporella sardonica,10,459
Myriapora truncata,34,459
Pectinatella magnifica,1,460
Crisidia cornuta,1,460
Exidmonea atlantica,3,460
Plagioecia patina,4,460
Disporella hispida,12,460
Disporella violacea,1,460
Disporella separata Osburn,1,460
Frondipora verrucosa,5,460
Aetea anguina,5,460
Rhynchozoon neapolitanum Gautier,3,460
Dentiporella sardonica,6,460
Oshurkovia littoralis,3,460
Myriapora truncata,68,460
Pectinatella magnifica,8,461
Exidmonea atlantica,1,461
Diaperoforma californica,2,461
Disporella hispida,7,461
Lichenopora intricata,5,461
Aetea anguina,3,461
Rhynchozoon rostratum,11,461
Rhynchozoon neapolitanum Gautier,19,461
Dentiporella sardonica,7,461
Reteporellina denticulata,2,461
Oshurkovia littoralis,4,461
Myriapora truncata,63,461
Thalamoporella floridana Osburn,1,461
Kellicottia bostoniensis,1,462
Pectinatella magnifica,93,462
Densipora corrugata MacGillivray,1,462
Exidmonea atlantica,1,462
Tubulipora phalangea Couch,1,462
Diaperoforma californica,1,462
Plagioecia patina,3,462
Plagioecia sarniensis,1,462
Disporella hispida,14,462
Frondipora verrucosa,3,462
Aetea anguina,3,462
Palmiskenea skenei,1,462
Hagiosynodos latus,1,462
Rhynchozoon neapolitanum Gautier,4,462
Dentiporella sardonica,2,462
Oshurkovia littoralis,1,462
Selenaria punctata Tenison-Woods,1,462
Myriapora truncata,46,462
Pectinatella magnifica,124,463
Plumatella emarginata Allmann,1,463
Exidmonea atlantica,10,463
Diaperoforma californica,4,463
Plagioecia patina,9,463
Disporella hispida,23,463
Disporella separata Osburn,1,463
Frondipora verrucosa,7,463
Aetea anguina,2,463
Palmiskenea skenei,2,463
Iodictyum phoeniceum,1,463
Dentiporella sardonica,31,463
Oshurkovia littoralis,9,463
Myriapora truncata,97,463
Pectinatella magnifica,38,464
Diplosolen obelium,1,464
Exidmonea atlantica,4,464
Mesonea radians,1,464
Plagioecia patina,3,464
Disporella pristis,1,464
Disporella hispida,31,464
Frondipora verrucosa,4,464
Dentiporella sardonica,12,464
Reteporellina denticulata,2,464
Oshurkovia littoralis,3,464
Myriapora truncata,88,464
Pectinatella magnifica,15,465
Filicrisia geniculata,1,465
Exidmonea atlantica,3,465
Tubulipora liliacea,2,465
Plagioecia patina,3,465
Disporella hispida,9,465
Aetea truncata,1,465
Celleporaria cristata,1,465
Triphyllozoon moniliferum,1,465
Dentiporella sardonica,2,465
Myriapora truncata,39,465
Pectinatella magnifica,4,466
Exidmonea atlantica,3,466
Entalophoroecia deflexa,1,466
Plagioecia patina,1,466
Disporella hispida,3,466
Disporella separata Osburn,2,466
Frondipora verrucosa,2,466
Aetea truncata,2,466
Aetea sica,1,466
Aetea anguina,3,466
Myriapora truncata,42,466
Densipora corrugata MacGillivray,1,467
Exidmonea atlantica,3,467
Diaperoforma californica,1,467
Disporella hispida,2,467
Frondipora verrucosa,2,467
Phidolopora pacifica,1,467
Iodictyum phoeniceum,1,467
Dentiporella sardonica,1,467
Myriapora truncata,17,467
Thalamoporella californica,1,467
Exidmonea atlantica,3,468
Diaperoforma californica,1,468
Disporella hispida,2,468
Aetea truncata,1,468
Celleporaria agglutinans,1,468
Triphyllozoon moniliferum,1,468
Myriapora truncata,10,468
Plumatella casmiana Oka,1,469
Diplosolen obelium,20,469
Exidmonea atlantica,4,469
Tubulipora liliacea,55,469
Diaperoforma californica,5,469
Plagioecia patina,2,469
Oncousoecia dilatans,2,469
Disporella hispida,69,469
Phidolopora pacifica,2,469
Rhynchozoon bispinosum,56,469
Myriapora truncata,21,469
Exidmonea atlantica,7,470
Diaperoforma californica,1,470
Entalophoroecia deflexa,1,470
Plagioecia patina,3,470
Oncousoecia dilatans,2,470
Disporella hispida,5,470
Lichenopora intricata,35,470
Frondipora verrucosa,2,470
Triphyllozoon sinuatum,1,470
Phidolopora pacifica,1,470
Iodictyum phoeniceum,3,470
Rhynchozoon rostratum,59,470
Rhynchozoon bispinosum,1,470
Dentiporella sardonica,5,470
Oshurkovia littoralis,1,470
Myriapora truncata,41,470
Pectinatella magnifica,2,471
Diplosolen obelium,5,471
Exidmonea atlantica,4,471
Tubulipora plumosa Thompson,11,471
Diaperoforma californica,1,471
Disporella hispida,11,471
Disporella violacea,1,471
Disporella separata Osburn,1,471
Celleporaria capensis,1,471
Phidolopora pacifica,1,471
Dentiporella sardonica,2,471
Reteporellina denticulata,2,471
Schizoretepora tessellata,3,471
Myriapora truncata,36,471
Pectinatella magnifica,2,472
Exidmonea atlantica,6,472
Diaperoforma californica,1,472
Plagioecia patina,4,472
Disporella hispida,21,472
Frondipora verrucosa,2,472
Aetea anguina,2,472
Celleporaria agglutinans,1,472
Palmiskenea skenei,2,472
Phidolopora pacifica,1,472
Dentiporella sardonica,2,472
Myriapora truncata,77,472
Pectinatella magnifica,7,473
Exidmonea atlantica,17,473
Plagioecia patina,2,473
Disporella hispida,19,473
Disporella separata Osburn,2,473
Frondipora verrucosa,2,473
Aetea truncata,1,473
Aetea anguina,3,473
Celleporaria brunnea,1,473
Phidolopora pacifica,2,473
Dentiporella sardonica,10,473
Reteporellina denticulata,1,473
Oshurkovia littoralis,3,473
Myriapora truncata,104,473
Pectinatella magnifica,72,474
Exidmonea atlantica,8,474
Tubulipora liliacea,1,474
Diaperoforma californica,7,474
Disporella hispida,17,474
Frondipora verrucosa,4,474
Celleporaria cristata,1,474
Phidolopora pacifica,1,474
Dentiporella sardonica,8,474
Oshurkovia littoralis,1,474
Myriapora truncata,81,474
Pectinatella magnifica,97,475
Exidmonea atlantica,20,475
Plagioecia patina,3,475
Disporella hispida,20,475
Aetea anguina,1,475
Palmiskenea skenei,2,475
Phidolopora pacifica,1,475
Dentiporella sardonica,7,475
Myriapora truncata,111,475
Pectinatella magnifica,26,476
Exidmonea atlantica,18,476
Plagioecia patina,12,476
Disporella hispida,16,476
Disporella separata Osburn,1,476
Frondipora verrucosa,4,476
Aetea anguina,3,476
Iodictyum phoeniceum,1,476
Dentiporella sardonica,6,476
Oshurkovia littoralis,9,476
Myriapora truncata,98,476
Kellicottia bostoniensis,3,477
Pectinatella magnifica,13,477
Exidmonea atlantica,8,477
Diaperoforma californica,1,477
Plagioecia patina,5,477
Disporella hispida,5,477
Disporella separata Osburn,2,477
Aetea anguina,1,477
Triphyllozoon moniliferum,1,477
Iodictyum phoeniceum,1,477
Oshurkovia littoralis,2,477
Myriapora truncata,48,477
Pectinatella magnifica,7,478
Diaperoforma californica,1,478
Plagioecia patina,1,478
Disporella hispida,3,478
Iodictyum phoeniceum,1,478
Myriapora truncata,5,478
Thalamoporella californica,1,478
Kellicottia bostoniensis,1,479
Pectinatella magnifica,3,479
Exidmonea atlantica,1,479
Diaperoforma californica,4,479
Disporella hispida,1,479
Frondipora verrucosa,1,479
Petralia undata MacGillivray,1,479
Dentiporella sardonica,1,479
Myriapora truncata,12,479
Thalamoporella californica,3,479
Pectinatella magnifica,1,480
Exidmonea atlantica,5,480
Diaperoforma californica,9,480
Dentiporella sardonica,1,480
Oshurkovia littoralis,1,480
Myriapora truncata,14,480
Exidmonea atlantica,4,481
Diaperoforma californica,8,481
Plagioecia patina,2,481
Disporella hispida,1,481
Disporella novaehollandiae,1,481
Frondipora verrucosa,1,481
Dentiporella sardonica,1,481
Myriapora truncata,19,481
Thairopora mamillaris,1,481
Pectinatella magnifica,1,482
Exidmonea atlantica,3,482
Diaperoforma californica,3,482
Plagioecia patina,2,482
Disporella hispida,5,482
Phidolopora pacifica,1,482
Myriapora truncata,10,482
Thalamoporella floridana Osburn,1,482
Pectinatella magnifica,2,483
Plagioecia patina,1,483
Triphyllozoon moniliferum,1,483
Oshurkovia littoralis,1,483
Pectinatella magnifica,5,484
Crisidia cornuta,1,484
Exidmonea atlantica,4,484
Diaperoforma californica,3,484
Heteropora alaskensis Borg,1,484
Plagioecia patina,1,484
Disporella hispida,5,484
Frondipora verrucosa,2,484
Aetea truncata,1,484
Aetea sica,1,484
Aetea anguina,1,484
Phidolopora pacifica,2,484
Oshurkovia littoralis,2,484
Myriapora truncata,8,484
Pectinatella magnifica,11,485
Exidmonea atlantica,3,485
Diaperoforma californica,2,485
Plagioecia patina,3,485
Disporella hispida,4,485
Dentiporella sardonica,2,485
Oshurkovia littoralis,9,485
Myriapora truncata,37,485
Pectinatella magnifica,61,486
Exidmonea atlantica,6,486
Diaperoforma californica,5,486
Mesonea radians,2,486
Plagioecia patina,3,486
Disporella hispida,11,486
Frondipora verrucosa,2,486
Aetea anguina,4,486
Celleporaria brunnea,1,486
Celleporaria nodulosa,1,486
Triphyllozoon moniliferum,1,486
Phidolopora pacifica,1,486
Oshurkovia littoralis,1,486
Myriapora truncata,78,486
Kellicottia bostoniensis,4,487
Pectinatella magnifica,135,487
Exidmonea atlantica,6,487
Tubulipora plumosa Thompson,1,487
Diaperoforma californica,5,487
Plagioecia patina,7,487
Oncousoecia dilatans,1,487
Disporella hispida,9,487
Disporella separata Osburn,2,487
Aetea truncata,6,487
Celleporaria brunnea,1,487
Phidolopora pacifica,2,487
Iodictyum phoeniceum,1,487
Dentiporella sardonica,1,487
Myriapora truncata,77,487
Kellicottia bostoniensis,1,488
Pectinatella magnifica,49,488
Exidmonea atlantica,2,488
Tubulipora plumosa Thompson,1,488
Diaperoforma californica,2,488
Mesonea radians,1,488
Plagioecia patina,3,488
Plagioecia sarniensis,2,488
Disporella hispida,15,488
Disporella separata Osburn,3,488
Aetea sica,2,488
Aetea anguina,4,488
Celleporaria cristata,1,488
Celleporaria nodulosa,1,488
Phidolopora pacifica,1,488
Dentiporella sardonica,2,488
Oshurkovia littoralis,4,488
Myriapora truncata,77,488
Pectinatella magnifica,20,489
Filicrisia geniculata,2,489
Densipora corrugata MacGillivray,3,489
Exidmonea atlantica,1,489
Tubulipora liliacea,1,489
Diaperoforma californica,3,489
Plagioecia patina,1,489
Disporella hispida,1,489
Aetea anguina,1,489
Iodictyum phoeniceum,2,489
Rhynchozoon bispinosum,3,489
Dentiporella sardonica,3,489
Myriapora truncata,45,489
Thalamoporella californica,1,489
Pectinatella magnifica,11,490
Exidmonea atlantica,2,490
Tubulipora liliacea,1,490
Plagioecia patina,5,490
Disporella hispida,8,490
Disporella separata Osburn,1,490
Disporella novaehollandiae,1,490
Lichenopora intricata,5,490
Triphyllozoon moniliferum,1,490
Rhynchozoon rostratum,29,490
Reteporellina denticulata,3,490
Myriapora truncata,4,490
Thalamoporella californica,4,490
Pectinatella magnifica,1,491
Heteropora alaskensis Borg,1,491
Plagioecia patina,3,491
Disporella separata Osburn,1,491
Frondipora verrucosa,1,491
Aetea anguina,1,491
Palmiskenea skenei,1,491
Hagiosynodos latus,1,491
Triphyllozoon moniliferum,1,491
Reteporellina denticulata,1,491
Myriapora truncata,6,491
Crisidia cornuta,1,492
Tubulipora pacifica Robertson,1,492
Tubulipora lobifera Hastings,1,492
Tubulipora plumosa Thompson,3,492
Diaperoforma californica,1,492
Plagioecia patina,1,492
Disporella hispida,1,492
Lichenopora intricata,1,492
Celleporaria foliata,1,492
Celleporaria nodulosa,2,492
Celleporaria agglutinans,1,492
Triphyllozoon moniliferum,2,492
Iodictyum phoeniceum,2,492
Rhynchozoon rostratum,4,492
Hippellozoon novaezelandiae,2,492
Myriapora truncata,10,492
Thairopora mamillaris,1,492
Kellicottia bostoniensis,1,493
Diaperoforma californica,2,493
Disporella separata Osburn,1,493
Lichenopora intricata,2,493
Phidolopora pacifica,1,493
Iodictyum willeyi Harmer,1,493
Iodictyum phoeniceum,2,493
Rhynchozoon rostratum,7,493
Hippellozoon novaezelandiae,1,493
Myriapora truncata,7,493
Pectinatella magnifica,2,494
Diplosolen obelium,19,494
Tubulipora liliacea,50,494
Tubulipora plumosa Thompson,2,494
Plagioecia patina,4,494
Disporella hispida,17,494
Disporella violacea,2,494
Lichenopora intricata,8,494
Hornera lichenoides,1,494
Frondipora verrucosa,1,494
Phidolopora pacifica,1,494
Rhynchozoon rostratum,15,494
Rhynchozoon bispinosum,51,494
Dentiporella sardonica,1,494
Myriapora truncata,11,494
Pectinatella magnifica,2,495
Tubulipora plumosa Thompson,1,495
Diaperoforma californica,2,495
Plagioecia patina,2,495
Disporella hispida,2,495
Disporella separata Osburn,3,495
Frondipora verrucosa,2,495
Phidolopora pacifica,1,495
Iodictyum phoeniceum,2,495
Rhynchozoon rostratum,1,495
Dentiporella sardonica,1,495
Oshurkovia littoralis,2,495
Myriapora truncata,11,495
Pectinatella magnifica,7,496
Exidmonea atlantica,4,496
Diaperoforma californica,2,496
Heteropora alaskensis Borg,1,496
Plagioecia patina,1,496
Disporella hispida,4,496
Lichenopora intricata,5,496
Frondipora verrucosa,3,496
Aetea anguina,1,496
Celleporaria nodulosa,2,496
Triphyllozoon moniliferum,1,496
Iodictyum phoeniceum,2,496
Rhynchozoon rostratum,8,496
Dentiporella sardonica,8,496
Schizoretepora tessellata,1,496
Myriapora truncata,59,496
Pectinatella magnifica,37,497
Exidmonea atlantica,4,497
Diaperoforma californica,11,497
Plagioecia patina,3,497
Disporella hispida,15,497
Lichenopora intricata,2,497
Aetea anguina,2,497
Celleporaria brunnea,1,497
Phidolopora pacifica,1,497
Rhynchozoon rostratum,6,497
Dentiporella sardonica,3,497
Myriapora truncata,67,497
Pectinatella magnifica,89,498
Densipora corrugata MacGillivray,1,498
Platonea stoechas Harmelin,4,498
Exidmonea atlantica,10,498
Tubulipora lobifera Hastings,1,498
Diaperoforma californica,4,498
Mesonea radians,1,498
Plagioecia patina,3,498
Oncousoecia dilatans,1,498
Disporella hispida,26,498
Disporella separata Osburn,1,498
Aetea anguina,1,498
Phidolopora pacifica,1,498
Iodictyum phoeniceum,1,498
Dentiporella sardonica,10,498
Oshurkovia littoralis,1,498
Myriapora truncata,117,498
Pectinatella magnifica,103,499
Crisidia cornuta,2,499
Densipora corrugata MacGillivray,2,499
Exidmonea atlantica,12,499
Diaperoforma californica,2,499
Plagioecia patina,1,499
Disporella hispida,30,499
Disporella separata Osburn,3,499
Celleporaria brunnea,1,499
Celleporaria nodulosa,1,499
Celleporaria agglutinans,1,499
Dentiporella sardonica,9,499
Reteporellina denticulata,1,499
Posterula sarsii,4,499
Myriapora truncata,110,499
Thalamoporella californica,2,499
Kellicottia bostoniensis,1,500
Pectinatella magnifica,64,500
Crisidia cornuta,1,500
Densipora corrugata MacGillivray,1,500
Exidmonea atlantica,4,500
Tubulipora lobifera Hastings,1,500
Diaperoforma californica,1,500
Plagioecia patina,2,500
Oncousoecia dilatans,1,500
Disporella hispida,25,500
Disporella novaehollandiae,1,500
Frondipora verrucosa,1,500
Aetea anguina,1,500
Celleporaria agglutinans,1,500
Rhynchozoon bispinosum,1,500
Dentiporella sardonica,3,500
Oshurkovia littoralis,7,500
Myriapora truncata,43,500
Pectinatella magnifica,23,501
Platonea stoechas Harmelin,1,501
Exidmonea atlantica,6,501
Plagioecia patina,7,501
Disporella hispida,12,501
Disporella violacea,1,501
Disporella separata Osburn,1,501
Lichenopora intricata,2,501
Aetea anguina,1,501
Celleporaria nodulosa,1,501
Rhynchozoon rostratum,8,501
Dentiporella sardonica,6,501
Reteporellina denticulata,1,501
Schizoretepora tessellata,2,501
Oshurkovia littoralis,1,501
Myriapora truncata,69,501
Pectinatella magnifica,4,502
Plumatella emarginata Allmann,1,502
Densipora corrugata MacGillivray,1,502
Disporella hispida,3,502
Disporella separata Osburn,3,502
Celleporaria nodulosa,1,502
Iodictyum phoeniceum,1,502
Dentiporella sardonica,2,502
Oshurkovia littoralis,1,502
Myriapora truncata,23,502
Pectinatella magnifica,1,503
Platonea stoechas Harmelin,1,503
Exidmonea atlantica,2,503
Tubulipora liliacea,1,503
Heteropora alaskensis Borg,1,503
Plagioecia patina,1,503
Disporella hispida,8,503
Disporella violacea,1,503
Phidolopora pacifica,1,503
Iodictyum phoeniceum,1,503
Dentiporella sardonica,3,503
Reteporellina denticulata,1,503
Myriapora truncata,15,503
Kellicottia bostoniensis,1,504
Disporella hispida,5,504
Disporella separata Osburn,1,504
Celleporaria brunnea,1,504
Hagiosynodos latus,2,504
Phidolopora pacifica,1,504
Iodictyum phoeniceum,2,504
Dentiporella sardonica,4,504
Myriapora truncata,25,504
Kellicottia bostoniensis,1,505
Pectinatella magnifica,3,505
Crisidia cornuta,2,505
Exidmonea atlantica,1,505
Tubulipora anderssoni Borg,1,505
Plagioecia patina,3,505
Disporella hispida,1,505
Disporella novaehollandiae,1,505
Hornera lichenoides,1,505
Aetea sica,2,505
Celleporaria agglutinans,2,505
Myriapora truncata,11,505
Kellicottia bostoniensis,4,506
Pectinatella magnifica,1,506
Exidmonea atlantica,2,506
Tubulipora pacifica Robertson,1,506
Disporella hispida,2,506
Lichenopora intricata,7,506
Celleporaria brunnea,1,506
Celleporaria nodulosa,1,506
Triphyllozoon inornatum Harmer,1,506
Iodictyum phoeniceum,1,506
Rhynchozoon rostratum,18,506
Dentiporella sardonica,3,506
Myriapora truncata,11,506
Pectinatella magnifica,4,507
Densipora corrugata MacGillivray,1,507
Exidmonea atlantica,9,507
Diaperoforma californica,1,507
Plagioecia patina,1,507
Disporella hispida,3,507
Lichenopora intricata,8,507
Frondipora verrucosa,2,507
Celleporaria cristata,1,507
Celleporaria capensis,1,507
Celleporaria agglutinans,1,507
Triphyllozoon moniliferum,1,507
Phidolopora pacifica,1,507
Iodictyum phoeniceum,1,507
Rhynchozoon rostratum,29,507
Dentiporella sardonica,7,507
Reteporellina denticulata,1,507
Schizoretepora tessellata,6,507
Myriapora truncata,43,507
Thalamoporella californica,2,507
Pectinatella magnifica,2,508
Plumatella casmiana Oka,1,508
Exidmonea atlantica,11,508
Diaperoforma californica,2,508
Plagioecia patina,4,508
Disporella hispida,14,508
Frondipora verrucosa,4,508
Celleporaria capensis,1,508
Phidolopora pacifica,2,508
Iodictyum phoeniceum,1,508
Dentiporella sardonica,6,508
Schizoretepora tessellata,1,508
Myriapora truncata,106,508
Pectinatella magnifica,41,509
Plumatella casmiana Oka,1,509
Platonea stoechas Harmelin,1,509
Exidmonea atlantica,8,509
Mesonea radians,1,509
Disporella hispida,20,509
Disporella violacea,1,509
Frondipora verrucosa,5,509
Celleporaria cristata,1,509
Triphyllozoon moniliferum,1,509
Phidolopora pacifica,2,509
Iodictyum phoeniceum,2,509
Dentiporella sardonica,10,509
Myriapora truncata,69,509
Pectinatella magnifica,84,510
Densipora corrugata MacGillivray,1,510
Platonea stoechas Harmelin,2,510
Exidmonea atlantica,23,510
Diaperoforma californica,3,510
Disporella hispida,15,510
Frondipora verrucosa,2,510
Pleurotoichus clathratus,1,510
Celleporaria nodulosa,2,510
Celleporaria agglutinans,1,510
Hagiosynodos latus,3,510
Triphyllozoon sinuatum,1,510
Phidolopora pacifica,2,510
Iodictyum phoeniceum,1,510
Dentiporella sardonica,14,510
Myriapora truncata,94,510
Thalamoporella californica,4,510
Kellicottia bostoniensis,2,511
Pectinatella magnifica,238,511
Crisidia cornuta,1,511
Exidmonea atlantica,17,511
Plagioecia patina,1,511
Disporella hispida,4,511
Disporella novaehollandiae,2,511
Frondipora verrucosa,1,511
Celleporaria brunnea,1,511
Celleporaria nodulosa,2,511
Hagiosynodos latus,1,511
Iodictyum phoeniceum,2,511
Dentiporella sardonica,7,511
Posterula sarsii,2,511
Oshurkovia littoralis,2,511
Myriapora truncata,80,511
Pectinatella magnifica,90,512
Plumatella casmiana Oka,1,512
Densipora corrugata MacGillivray,1,512
Exidmonea atlantica,2,512
Plagioecia patina,5,512
Disporella hispida,12,512
Disporella separata Osburn,1,512
Frondipora verrucosa,1,512
Pleurotoichus clathratus,1,512
Celleporaria cristata,1,512
Celleporaria nodulosa,2,512
Palmiskenea skenei,2,512
Dentiporella sardonica,4,512
Oshurkovia littoralis,1,512
Myriapora truncata,66,512
Thalamoporella californica,1,512
Pectinatella magnifica,34,513
Exidmonea atlantica,9,513
Diaperoforma californica,2,513
Disporella hispida,8,513
Aetea anguina,1,513
Celleporaria foliata,1,513
Celleporaria nodulosa,1,513
Palmiskenea skenei,2,513
Iodictyum phoeniceum,1,513
Dentiporella sardonica,7,513
Reteporellina denticulata,1,513
Myriapora truncata,95,513
Kellicottia bostoniensis,4,514
Pectinatella magnifica,13,514
Densipora corrugata MacGillivray,1,514
Exidmonea atlantica,1,514
Disporella hispida,2,514
Celleporaria cristata,2,514
Phidolopora pacifica,2,514
Dentiporella sardonica,2,514
Hippellozoon novaezelandiae,1,514
Myriapora truncata,16,514
Thalamoporella californica,3,514
Pectinatella magnifica,1,515
Densipora corrugata MacGillivray,1,515
Disporella hispida,1,515
Disporella separata Osburn,1,515
Celleporaria cristata,1,515
Phidolopora pacifica,1,515
Iodictyum phoeniceum,1,515
Hippellozoon novaezelandiae,1,515
Myriapora truncata,12,515
Disporella hispida,1,516
Disporella separata Osburn,1,516
Petralia undata MacGillivray,2,516
Dentiporella sardonica,1,516
Myriapora truncata,15,516
Thalamoporella californica,1,516
Thalamoporella floridana Osburn,1,516
Pectinatella magnifica,2,517
Crisidia cornuta,1,517
Exidmonea atlantica,1,517
Diaperoforma californica,1,517
Disporella violacea,1,517
Celleporaria foliata,2,517
Celleporaria nodulosa,1,517
Triphyllozoon moniliferum,2,517
Phidolopora pacifica,4,517
Myriapora truncata,12,517
Kellicottia bostoniensis,6,518
Pectinatella magnifica,3,518
Densipora corrugata MacGillivray,2,518
Exidmonea atlantica,1,518
Plagioecia patina,3,518
Disporella hispida,1,518
Frondipora verrucosa,1,518
Phidolopora pacifica,1,518
Iodictyum phoeniceum,1,518
Myriapora truncata,8,518
Pectinatella magnifica,4,519
Exidmonea atlantica,3,519
Disporella hispida,5,519
Frondipora verrucosa,1,519
Triphyllozoon moniliferum,1,519
Phidolopora pacifica,1,519
Iodictyum phoeniceum,2,519
Myriapora truncata,40,519
Pectinatella magnifica,6,520
Exidmonea atlantica,2,520
Diaperoforma californica,1,520
Disporella hispida,14,520
Frondipora verrucosa,2,520
Phidolopora pacifica,3,520
Iodictyum phoeniceum,1,520
Dentiporella sardonica,3,520
Schizoretepora tessellata,1,520
Myriapora truncata,96,520
Hesychoxenia praelonga,1,520
Kellicottia bostoniensis,3,521
Pectinatella magnifica,19,521
Exidmonea atlantica,3,521
Mesonea radians,1,521
Plagioecia sarniensis,1,521
Disporella hispida,5,521
Disporella novaehollandiae,1,521
Petralia undata MacGillivray,1,521
Celleporaria cristata,2,521
Phidolopora pacifica,1,521
Iodictyum phoeniceum,1,521
Dentiporella sardonica,1,521
Schizoretepora solanderia,1,521
Myriapora truncata,58,521
Thalamoporella floridana Osburn,1,521
Pectinatella magnifica,117,522
Exidmonea atlantica,2,522
Mesonea radians,3,522
Plagioecia patina,1,522
Disporella hispida,10,522
Disporella separata Osburn,1,522
Frondipora verrucosa,2,522
Petralia undata MacGillivray,1,522
Iodictyum phoeniceum,1,522
Dentiporella sardonica,1,522
Reteporellina denticulata,1,522
Myriapora truncata,48,522
Thalamoporella californica,1,522
Pectinatella magnifica,332,523
Bicrisia abyssicola Kluge,1,523
Filicrisia geniculata,1,523
Crisidia cornuta,1,523
Densipora corrugata MacGillivray,3,523
Tubulipora plumosa Thompson,1,523
Diaperoforma californica,3,523
Plagioecia patina,3,523
Disporella hispida,1,523
Disporella violacea,1,523
Disporella separata Osburn,2,523
Disporella novaehollandiae,3,523
Frondipora verrucosa,3,523
Celleporaria cristata,2,523
Triphyllozoon inornatum Harmer,1,523
Triphyllozoon moniliferum,1,523
Dentiporella sardonica,2,523
Oshurkovia littoralis,2,523
Myriapora truncata,29,523
Kellicottia bostoniensis,1,524
Pectinatella magnifica,95,524
Densipora corrugata MacGillivray,1,524
Diaperoforma californica,4,524
Disporella novaehollandiae,1,524
Petralia undata MacGillivray,1,524
Celleporaria cristata,2,524
Celleporaria nodulosa,1,524
Phidolopora pacifica,1,524
Dentiporella sardonica,1,524
Myriapora truncata,34,524
Thairopora mamillaris,1,524
Kellicottia bostoniensis,5,525
Pectinatella magnifica,27,525
Disporella hispida,1,525
Frondipora verrucosa,1,525
Petralia undata MacGillivray,2,525
Celleporaria cristata,2,525
Triphyllozoon moniliferum,1,525
Dentiporella sardonica,1,525
Myriapora truncata,43,525
Pectinatella magnifica,6,526
Tubulipora liliacea,1,526
Tubulipora aperta Harmer,1,526
Tubulipora lobifera Hastings,1,526
Diaperoforma californica,4,526
Plagioecia patina,1,526
Oncousoecia dilatans,1,526
Disporella hispida,2,526
Disporella separata Osburn,7,526
Hornera lichenoides,1,526
Petralia undata MacGillivray,1,526
Celleporaria cristata,1,526
Phidolopora pacifica,3,526
Iodictyum willeyi Harmer,1,526
Iodictyum phoeniceum,1,526
Rhynchozoon bispinosum,1,526
Reteporellina denticulata,1,526
Myriapora truncata,8,526
Thalamoporella floridana Osburn,2,526
Pectinatella magnifica,1,527
Densipora corrugata MacGillivray,1,527
Tubulipora liliacea,1,527
Plagioecia patina,2,527
Plagioecia sarniensis,1,527
Oncousoecia dilatans,1,527
Disporella hispida,1,527
Disporella violacea,1,527
Aetea sica,1,527
Celleporaria cristata,2,527
Celleporaria nodulosa,1,527
Iodictyum phoeniceum,1,527
Dentiporella sardonica,1,527
Reteporellina denticulata,1,527
Umbonula ovicellata Hastings,1,527
Oshurkovia littoralis,1,527
Myriapora truncata,7,527
Thairopora mamillaris,1,527
Densipora corrugata MacGillivray,1,528
Disporella hispida,1,528
Petralia undata MacGillivray,1,528
Celleporaria cristata,1,528
Celleporaria nodulosa,1,528
Myriapora truncata,5,528
Thalamoporella californica,1,528
Plagioecia patina,1,529
Petralia undata MacGillivray,1,529
Phidolopora pacifica,2,529
Iodictyum phoeniceum,1,529
Myriapora truncata,6,529
Thalamoporella californica,1,529
Thalamoporella floridana Osburn,1,529
Pectinatella magnifica,4,530
Densipora corrugata MacGillivray,1,530
Plagioecia patina,1,530
Plagioecia sarniensis,1,530
Petralia undata MacGillivray,1,530
Celleporaria cristata,2,530
Myriapora truncata,16,530
Thalamoporella californica,1,530
Pectinatella magnifica,3,531
Diaperoforma californica,2,531
Plagioecia patina,2,531
Disporella hispida,8,531
Frondipora verrucosa,1,531
Petralia undata MacGillivray,2,531
Celleporaria cristata,2,531
Triphyllozoon moniliferum,1,531
Phidolopora pacifica,4,531
Reteporellina denticulata,1,531
Myriapora truncata,30,531
Pectinatella magnifica,8,532
Diaperoforma californica,2,532
Heteropora alaskensis Borg,2,532
Mesonea radians,1,532
Disporella hispida,2,532
Disporella violacea,1,532
Frondipora verrucosa,4,532
Phidolopora pacifica,3,532
Dentiporella sardonica,1,532
Reteporellina denticulata,1,532
Myriapora truncata,38,532
Pectinatella magnifica,37,533
